#timestamp x y z qx qy qz qw
409.583355 -5.224859 4.312237 16.438568 -0.000197 0.929886 -0.235997 -0.282167
410.583355 -5.767015 4.098131 15.619534 0.000320 0.930040 -0.236142 -0.281536
411.600021 -6.319006 3.882729 14.784943 0.000629 0.930218 -0.236374 -0.280750
412.600022 -6.860184 3.670425 13.964392 0.000725 0.930348 -0.236627 -0.280108
413.616688 -7.394024 3.451429 13.124329 0.001049 0.945058 -0.241288 -0.220554
414.616688 -7.792900 3.214296 12.225598 0.001256 0.949484 -0.241973 -0.199817
415.616688 -8.186944 2.981928 11.324360 0.001507 0.949527 -0.242472 -0.199007
416.616688 -8.581273 2.744571 10.425898 0.001748 0.949628 -0.242753 -0.198179
417.633355 -8.975819 2.506573 9.515010 0.001976 0.949692 -0.243142 -0.197390
418.633355 -9.589028 2.312921 8.766506 0.002959 0.893405 -0.228828 -0.386596
419.650022 -9.798462 2.039794 7.810998 0.000308 0.957380 -0.246386 0.150725
420.650022 -9.116729 1.851781 7.075044 -0.002541 0.866508 -0.223478 0.446336
421.650022 -8.536846 1.634221 6.287497 -0.000956 0.939755 -0.242181 0.241265
422.650022 -8.070940 1.402147 5.425803 -0.001304 0.939524 -0.242051 0.242288
423.650022 -7.569600 1.201933 4.573872 -0.000861 0.939410 -0.242834 0.241949
424.650022 -7.105097 0.953466 3.710374 -0.001045 0.939359 -0.243127 0.241855
425.650022 -6.821845 0.688991 2.771944 -0.000318 0.962289 -0.249583 0.108207
426.666689 -6.592113 0.424485 1.790532 0.000268 0.962220 -0.249828 0.108254
427.683356 -6.348670 0.143876 0.815066 -0.000009 0.962274 -0.249371 0.108828
428.700022 -6.142522 -0.105032 -0.155123 -0.000724 0.962305 -0.249142 0.109074
429.700022 -5.948973 -0.408511 -1.106274 -0.001768 0.962402 -0.248072 0.110629
430.716689 -5.721897 -0.641658 -2.083023 -0.002662 0.962151 -0.248555 0.111708
431.716689 -5.527763 -0.943072 -3.024970 -0.003781 0.962281 -0.247308 0.113311
432.733356 -5.230893 -1.164198 -3.944773 -0.003818 0.962293 -0.247485 0.112818
433.750023 -5.100416 -1.253261 -4.284205 -0.003791 0.959393 -0.246507 0.137059
448.883357 -5.014254 -1.324617 -4.516093 -0.004981 0.925639 -0.237154 0.294830
451.933357 -4.948446 -1.352714 -4.600817 -0.005408 0.907921 -0.232333 0.348814
